experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,vmr_angle,trainee_right_stylus_movement_location_0,mentor_left_stylus_movement_location_0
reaching,crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6,1,1,1,1,44.51199,45.66,0,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/trainee_right_stylus_movement_T001.csv,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/mentor_left_stylus_movement_T001.csv
reaching,crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6,1,2,1,2,47.81114,48.62,0,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/trainee_right_stylus_movement_T002.csv,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/mentor_left_stylus_movement_T002.csv
reaching,crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6,1,3,1,3,50.27116,51.9,0,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/trainee_right_stylus_movement_T003.csv,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/mentor_left_stylus_movement_T003.csv
reaching,crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6,1,4,1,4,53.34406,55.24,0,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/trainee_right_stylus_movement_T004.csv,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/mentor_left_stylus_movement_T004.csv
reaching,crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6,1,5,1,5,56.69299,57.36,0,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/trainee_right_stylus_movement_T005.csv,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/mentor_left_stylus_movement_T005.csv
reaching,crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6,1,6,2,1,58.65462,59.4,60,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/trainee_right_stylus_movement_T006.csv,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/mentor_left_stylus_movement_T006.csv
reaching,crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6,1,7,2,2,61.2953,61.84,60,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/trainee_right_stylus_movement_T007.csv,reaching/crook-9051df79-7523-40b5-b41c-9adfb8cfe7e6/S001/trackers/mentor_left_stylus_movement_T007.csv
