experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,interval_time,path_number,trainee_right_stylus_movement_location_0,mentor_left_stylus_movement_location_0
guidance_experiment,theme-748c40d2-dcdd-4115-972d-b1561a9028f3,1,1,1,1,6.185155,7.37747,5,1,guidance_experiment/theme-748c40d2-dcdd-4115-972d-b1561a9028f3/S001/trackers/trainee_right_stylus_movement_T001.csv,guidance_experiment/theme-748c40d2-dcdd-4115-972d-b1561a9028f3/S001/trackers/mentor_left_stylus_movement_T001.csv
