experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,vmr_angle,right_stylus_movement_location_0,left_stylus_movement_location_0
reaching,dense-0e2834e9-13e9-4c17-9a43-c6437aaf5413,1,1,1,1,61.85929,132.2501,0,reaching/dense-0e2834e9-13e9-4c17-9a43-c6437aaf5413/S001/trackers/right_stylus_movement_T001.csv,reaching/dense-0e2834e9-13e9-4c17-9a43-c6437aaf5413/S001/trackers/left_stylus_movement_T001.csv
