experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,interval_time,path_number,trainee_right_stylus_movement_location_0,mentor_left_stylus_movement_location_0
guidance_experiment,unify-37ba597c-b3d4-4a2a-8863-e180e9e44d3a,1,1,1,1,28.02543,35.98,,1,guidance_experiment/unify-37ba597c-b3d4-4a2a-8863-e180e9e44d3a/S001/trackers/trainee_right_stylus_movement_T001.csv,guidance_experiment/unify-37ba597c-b3d4-4a2a-8863-e180e9e44d3a/S001/trackers/mentor_left_stylus_movement_T001.csv
guidance_experiment,unify-37ba597c-b3d4-4a2a-8863-e180e9e44d3a,1,2,1,2,42.68202,53.2,,1,guidance_experiment/unify-37ba597c-b3d4-4a2a-8863-e180e9e44d3a/S001/trackers/trainee_right_stylus_movement_T002.csv,guidance_experiment/unify-37ba597c-b3d4-4a2a-8863-e180e9e44d3a/S001/trackers/mentor_left_stylus_movement_T002.csv
