experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,vmr_angle,trainee_right_stylus_movement_location_0,mentor_left_stylus_movement_location_0
guidance_experiment,clasp-2127a890-956c-400d-8de9-c98f1774d1f0,1,1,1,1,19.80298,20.52,,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/trainee_right_stylus_movement_T001.csv,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/mentor_left_stylus_movement_T001.csv
guidance_experiment,clasp-2127a890-956c-400d-8de9-c98f1774d1f0,1,2,1,2,22.40893,23.12,,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/trainee_right_stylus_movement_T002.csv,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/mentor_left_stylus_movement_T002.csv
guidance_experiment,clasp-2127a890-956c-400d-8de9-c98f1774d1f0,1,3,2,1,24.62362,25.48,,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/trainee_right_stylus_movement_T003.csv,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/mentor_left_stylus_movement_T003.csv
guidance_experiment,clasp-2127a890-956c-400d-8de9-c98f1774d1f0,1,4,2,2,26.98397,27.66,,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/trainee_right_stylus_movement_T004.csv,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/mentor_left_stylus_movement_T004.csv
guidance_experiment,clasp-2127a890-956c-400d-8de9-c98f1774d1f0,1,5,3,1,29.24355,29.9,,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/trainee_right_stylus_movement_T005.csv,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/mentor_left_stylus_movement_T005.csv
guidance_experiment,clasp-2127a890-956c-400d-8de9-c98f1774d1f0,1,6,3,2,31.4481,32.7,,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/trainee_right_stylus_movement_T006.csv,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/mentor_left_stylus_movement_T006.csv
guidance_experiment,clasp-2127a890-956c-400d-8de9-c98f1774d1f0,1,7,4,1,34.38287,35.28,,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/trainee_right_stylus_movement_T007.csv,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/mentor_left_stylus_movement_T007.csv
guidance_experiment,clasp-2127a890-956c-400d-8de9-c98f1774d1f0,1,8,4,2,36.52811,37.24,,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/trainee_right_stylus_movement_T008.csv,guidance_experiment/clasp-2127a890-956c-400d-8de9-c98f1774d1f0/S001/trackers/mentor_left_stylus_movement_T008.csv
