experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,vmr_angle,right_stylus_movement_location_0,left_stylus_movement_location_0
reaching,scuff-c9256bcf-4af0-4283-9ec0-143da1b01393,1,1,1,1,109.6833,174.48,0,reaching/scuff-c9256bcf-4af0-4283-9ec0-143da1b01393/S001/trackers/right_stylus_movement_T001.csv,reaching/scuff-c9256bcf-4af0-4283-9ec0-143da1b01393/S001/trackers/left_stylus_movement_T001.csv
reaching,scuff-c9256bcf-4af0-4283-9ec0-143da1b01393,1,2,1,2,183.1439,304,0,reaching/scuff-c9256bcf-4af0-4283-9ec0-143da1b01393/S001/trackers/right_stylus_movement_T002.csv,reaching/scuff-c9256bcf-4af0-4283-9ec0-143da1b01393/S001/trackers/left_stylus_movement_T002.csv
reaching,scuff-c9256bcf-4af0-4283-9ec0-143da1b01393,1,3,1,3,306.1237,306.92,0,reaching/scuff-c9256bcf-4af0-4283-9ec0-143da1b01393/S001/trackers/right_stylus_movement_T003.csv,reaching/scuff-c9256bcf-4af0-4283-9ec0-143da1b01393/S001/trackers/left_stylus_movement_T003.csv
reaching,scuff-c9256bcf-4af0-4283-9ec0-143da1b01393,1,4,1,4,308.2443,309.04,0,reaching/scuff-c9256bcf-4af0-4283-9ec0-143da1b01393/S001/trackers/right_stylus_movement_T004.csv,reaching/scuff-c9256bcf-4af0-4283-9ec0-143da1b01393/S001/trackers/left_stylus_movement_T004.csv
