experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,vmr_angle,trainee_right_stylus_movement_location_0,mentor_left_stylus_movement_location_0
reaching,blog-ddd1ef78-e573-43b7-898e-943fe85f7467,1,1,1,1,11.58027,32.96,0,reaching/blog-ddd1ef78-e573-43b7-898e-943fe85f7467/S001/trackers/trainee_right_stylus_movement_T001.csv,reaching/blog-ddd1ef78-e573-43b7-898e-943fe85f7467/S001/trackers/mentor_left_stylus_movement_T001.csv
reaching,blog-ddd1ef78-e573-43b7-898e-943fe85f7467,1,2,1,2,39.90269,54.12,0,reaching/blog-ddd1ef78-e573-43b7-898e-943fe85f7467/S001/trackers/trainee_right_stylus_movement_T002.csv,reaching/blog-ddd1ef78-e573-43b7-898e-943fe85f7467/S001/trackers/mentor_left_stylus_movement_T002.csv
reaching,blog-ddd1ef78-e573-43b7-898e-943fe85f7467,1,3,1,3,56.98587,79.48827,0,reaching/blog-ddd1ef78-e573-43b7-898e-943fe85f7467/S001/trackers/trainee_right_stylus_movement_T003.csv,reaching/blog-ddd1ef78-e573-43b7-898e-943fe85f7467/S001/trackers/mentor_left_stylus_movement_T003.csv
