experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,vmr_angle,needletip_movement_location_0
reaching,duck-75922498-eecb-4592-9896-b935c14b72e9,1,1,1,1,10.80618,12.2,0,reaching/duck-75922498-eecb-4592-9896-b935c14b72e9/S001/trackers/needletip_movement_T001.csv
reaching,duck-75922498-eecb-4592-9896-b935c14b72e9,1,2,1,2,13.56826,14.24,0,reaching/duck-75922498-eecb-4592-9896-b935c14b72e9/S001/trackers/needletip_movement_T002.csv
reaching,duck-75922498-eecb-4592-9896-b935c14b72e9,1,3,1,3,15.68137,16.6,0,reaching/duck-75922498-eecb-4592-9896-b935c14b72e9/S001/trackers/needletip_movement_T003.csv
reaching,duck-75922498-eecb-4592-9896-b935c14b72e9,1,4,1,4,17.93439,18.68,0,reaching/duck-75922498-eecb-4592-9896-b935c14b72e9/S001/trackers/needletip_movement_T004.csv
